img,name,direct,geschlecht,id,href,ageGroup,lastnamefirst,federalState,party,job,office
/blueprint/servlet/resource/image/864174/3x4/108/144/1ce6bb504775fa1476c96fa59256fae5/530FF55107E8040A8C94E2CA6E90DFC4/frohnmaier_markus_gross.jpg,Markus Frohnmaier,0,männlich,857304,/abgeordnete/biografien/F/frohnmaier_markus-857304,30 - 34 Jahre,"Frohnmaier, Markus",Baden-Württemberg,AfD,Pressesprecher,<Element p at 0x16e82fe40>
/blueprint/servlet/resource/image/864790/3x4/108/144/d8d56c65b6e571a69816efa4e71ba349/E9DB4E612C6912B672A653ED93A08CAB/skudelny_judith_gross.jpg,Judith Skudelny,0,weiblich,858020,/abgeordnete/biografien/S/skudelny_judith-858020,45 - 49 Jahre,"Skudelny, Judith",Baden-Württemberg,FDP,Rechtsanwältin,<Element p at 0x16eb1b100>
/blueprint/servlet/resource/image/864108/3x4/108/144/8a188b5e63afef1713a51c595397b6b1/025A23A0B581C7D57E46ECD068892C9F/grosse_broemer_michael_gross.jpg,Michael Grosse-Brömer,0,männlich,857344,/abgeordnete/biografien/G/grosse_broemer_michael-857344,60 - 64 Jahre,"Grosse-Brömer, Michael",Niedersachsen,CDU/CSU,Rechtsanwalt,<Element p at 0x1703090c0>
/blueprint/servlet/resource/image/862388/3x4/108/144/aa31e8e1ea98d37015d3e3c1beeb1bf4/1C8CCC9E7B9FFD2C816A02EC6BA1C6C9/schonberger_marlene.jpg,Marlene Schönberger,0,weiblich,860342,/abgeordnete/biografien/S/schoenberger_marlene-860342,30 - 34 Jahre,"Schönberger, Marlene",Bayern,Bündnis 90/Die Grünen,Politikwissenschaftlerin (M. A.),<Element p at 0x1705e4e00>
/blueprint/servlet/resource/image/864936/3x4/108/144/f37b09ee407655a4f7054b0dfb8abace/F9B361EE73F01750EC9FE36852F77765/nietan_dietmar_bild.jpg,Dietmar Nietan,0,männlich,857810,/abgeordnete/biografien/N/nietan_dietmar-857810,55 - 59 Jahre,"Nietan, Dietmar",Nordrhein-Westfalen,SPD,Angestellter,<Element p at 0x1708d7080>
/blueprint/servlet/resource/image/864122/3x4/108/144/bfe0b13e55f36eba3474cfb63090676a/5CEB141423745118655E8C8C0E17D111/gauland_alexander_gross.jpg,Dr. Alexander Gauland,0,männlich,857328,/abgeordnete/biografien/G/gauland_alexander-857328,70 und älter,"Gauland, Dr. Alexander",Brandenburg,AfD,Publizist,<Element p at 0x170baa4c0>
/blueprint/servlet/resource/image/864768/3x4/108/144/9d0aa30c08531ea8fbf427ffe2c7876a/6D77CC4BB7FB3B641DCE160C6631F8DA/stark_watzinger_bettina_gross.jpg,Bettina Stark-Watzinger,0,weiblich,858076,/abgeordnete/biografien/S/stark_watzinger_bettina-858076,55 - 59 Jahre,"Stark-Watzinger, Bettina",Hessen,FDP,Diplom-Volkswirtin,<Element p at 0x16e5c2380>
/blueprint/servlet/resource/image/864106/3x4/108/144/88177197781703b89842ed9284f8cc38/72EBFBD3F9F2DE7CD9CB6B06A8D314D6/gruebel_markus_gross.jpg,Markus Grübel,1,männlich,857360,/abgeordnete/biografien/G/gruebel_markus-857360,60 - 64 Jahre,"Grübel, Markus",Baden-Württemberg,CDU/CSU,Notar,<Element p at 0x16eae2800>
/blueprint/servlet/resource/image/862378/3x4/108/144/b1e5fd898811a29e4f1c56443b9df40/D65DF413482AB8537E8EE6A8E109AC37/schroder_christina-johanne.jpg,Christina-Johanne Schröder,0,weiblich,860816,/abgeordnete/biografien/S/schroeder_christina-860816,40 - 44 Jahre,"Schröder, Christina-Johanne",Niedersachsen,Bündnis 90/Die Grünen,Politikreferentin,<Element p at 0x16e9a5080>
/blueprint/servlet/resource/image/863084/3x4/108/144/56247f2c7d33059d333bd0f3f4999aff/28A2A9E5044CAD04100ED9BF856EAB8B/nuernberger_joerg_bild.jpg,Jörg Nürnberger,0,männlich,860288,/abgeordnete/biografien/N/nuernberger_joerg-860288,55 - 59 Jahre,"Nürnberger, Jörg",Bayern,SPD,Rechtsanwalt,<Element p at 0x16ed4bcc0>
/blueprint/servlet/resource/image/864126/3x4/108/144/9c2746e022617fa61f18c53cda5581d1/224EBAE31AE6EA495DC69E5615526708/glaser_albrecht_gross.jpg,Albrecht Glaser,0,männlich,857350,/abgeordnete/biografien/G/glaser_albrecht-857350,70 und älter,"Glaser, Albrecht",Hessen,AfD,Jurist,<Element p at 0x17063ba80>
/blueprint/servlet/resource/image/862994/3x4/108/144/186772da8ac4fb652e8f785c9fefb5ea/16DBD6AB9B3D86680F34ED18E5250A57/stockmeier_konrad.jpg,Konrad Stockmeier,0,männlich,861292,/abgeordnete/biografien/S/stockmeier_konrad-861292,45 - 49 Jahre,"Stockmeier, Konrad",Baden-Württemberg,FDP,Marktforscher,<Element p at 0x16eace900>
/blueprint/servlet/resource/image/864144/3x4/108/144/2f6a529d9e42af55a5aadc38c0721577/85B6416579B7D73EA0199D3313C95A0A/gruetters_monika_bild.jpg,Prof. Monika Grütters,1,weiblich,857378,/abgeordnete/biografien/G/gruetters_monika-857378,60 - 64 Jahre,"Grütters, Prof. Monika",Berlin,CDU/CSU,Literatur- und Kunsthistorikerin,<Element p at 0x17087d780>
/blueprint/servlet/resource/image/864708/3x4/108/144/b06f7c360aa62f85ca997ef11db07eb8/05CF9741C197627EAF820421CEB224D7/schulz-asche_kordula_gross.jpg,Kordula Schulz-Asche,0,weiblich,858004,/abgeordnete/biografien/S/schulz-asche_kordula-858004,65 - 69 Jahre,"Schulz-Asche, Kordula",Hessen,Bündnis 90/Die Grünen,Kommunikationswissenschaftlerin,<Element p at 0x1703a0b00>
/blueprint/servlet/resource/image/869988/3x4/108/144/891161dae7fba1549895048e03711142/86C71168F623EB3440DB0D08CDEFD693/oehl_jan_bild.jpg,Lennard Oehl,1,männlich,861610,/abgeordnete/biografien/O/oehl_lennard-861610,30 - 34 Jahre,"Oehl, Lennard",Hessen,SPD,Volkswirt,<Element p at 0x170b45f40>
/blueprint/servlet/resource/image/866440/3x4/108/144/87c23a7672cac4b065ae73d0621e9c50/340E0CF5D28A6C7F22979A52CEE6D789/gnauck_hannes.jpg,Hannes Gnauck,0,männlich,860536,/abgeordnete/biografien/G/gnauck_hannes-860536,30 - 34 Jahre,"Gnauck, Hannes",Brandenburg,AfD,Soldat auf Zeit,<Element p at 0x170259f00>
/blueprint/servlet/resource/image/864796/3x4/108/144/61f8a9bbb895b999664257c031a6379/724E17A3816061019A217EF81601F405/strack_zimmermann_marie_gross.jpg,Dr. Marie-Agnes Strack-Zimmermann,0,weiblich,858040,/abgeordnete/biografien/S/strack_zimmermann_marie-858040,65 - 69 Jahre,"Strack-Zimmermann, Dr. Marie-Agnes",Nordrhein-Westfalen,FDP,Publizistin (M.A.),<Element p at 0x1703bdf00>
/blueprint/servlet/resource/image/864104/3x4/108/144/cf584801d98f7044de6f1be9c0b71b05/18F63023DC0935551A26992A0BC2BF0E/grund_manfred_gross.jpg,Manfred Grund,1,männlich,857366,/abgeordnete/biografien/G/grund_manfred-857366,65 - 69 Jahre,"Grund, Manfred",Thüringen,CDU/CSU,Diplom-Elektroingenieur,<Element p at 0x170318a40>
/blueprint/servlet/resource/image/867480/3x4/108/144/4a1ab7606158fee94e1e193c4cab2fc9/D5022CC62405D194DA3A1A736E393665/sekmen_melis_bild.jpg,Melis Sekmen,0,weiblich,860156,/abgeordnete/biografien/S/sekmen_melis-860156,30 - 34 Jahre,"Sekmen, Melis",Baden-Württemberg,Bündnis 90/Die Grünen,Studentin der Volkswirtschaftslehre,<Element p at 0x1702e1200>
/blueprint/servlet/resource/image/864840/3x4/108/144/315c2ee80c7773fd3c4521c6860bdcab/0BD9A87F404F6A595134FAE6F5C9A48B/oezdemir_mahmut_gross.jpg,Mahmut Özdemir,1,männlich,857826,/abgeordnete/biografien/O/oezdemir_mahmut-857826,35 - 39 Jahre,"Özdemir (Duisburg), Mahmut",Nordrhein-Westfalen,SPD,,<Element p at 0x1706f6f00>
/blueprint/servlet/resource/image/864128/3x4/108/144/a097d2cd9ed0de73f8e26aaac5326ac1/B2D7D5FF0E4EF7C9C729E27B5725E2D6/gottschalk_kay_gross.jpg,Kay Gottschalk,0,männlich,857332,/abgeordnete/biografien/G/gottschalk_kay-857332,55 - 59 Jahre,"Gottschalk, Kay",Nordrhein-Westfalen,AfD,Diplom-Kaufmann,<Element p at 0x170360ec0>
/blueprint/servlet/resource/image/864776/3x4/108/144/90e77e13708b18768669e9538f94d316/8DA0E0AAA4A49628C4D47F61AA95E7D8/strasser_benjamin_gross.jpg,Benjamin Strasser,0,männlich,858068,/abgeordnete/biografien/S/strasser_benjamin-858068,35 - 39 Jahre,"Strasser, Benjamin",Baden-Württemberg,FDP,Rechtsanwalt,<Element p at 0x16e6d28c0>
/blueprint/servlet/resource/image/864102/3x4/108/144/417b832148fce6892a017e2753627799/92E5A9DACAB1CE9EC81B1C4C2E7B6DB2/grundmann_oliver_gross.jpg,Oliver Grundmann,1,männlich,857356,/abgeordnete/biografien/G/grundmann_oliver-857356,50 - 54 Jahre,"Grundmann, Oliver",Niedersachsen,CDU/CSU,Rechtsanwalt,<Element p at 0x170b77e80>
/blueprint/servlet/resource/image/862396/3x4/108/144/b4e1b8035e856bee377daa8f16200c6c/8C0A0C188F7BA08ED8C588D6039D7A08/slawik_nyke.jpg,Nyke Slawik,0,weiblich,860910,/abgeordnete/biografien/S/slawik_nyke-860910,30 - 34 Jahre,"Slawik, Nyke",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Wissenschaftliche Mitarbeiterin,<Element p at 0x170b35500>
/blueprint/servlet/resource/image/864842/3x4/108/144/d3c16e944d9ca5339bb6af918fcbb0f/91AF1A8213B4E0743A8C5E605F3CFE42/oezoguz_aydan_gross.jpg,Aydan Özoğuz,1,weiblich,857820,/abgeordnete/biografien/O/oezoguz_aydan-857820,55 - 59 Jahre,"Özoğuz, Aydan",Hamburg,SPD,Philologin,<Element p at 0x1702945c0>
/blueprint/servlet/resource/image/864342/3x4/108/144/7f0d768a3c6ff3315fc67f96c1a03548/0B40A18D396C3609AFA7106EA42FD93D/harder_kuehnel_mariana_gross.jpg,Mariana Iris Harder-Kühnel,0,weiblich,857390,/abgeordnete/biografien/H/harder_kuehnel_mariana-857390,45 - 49 Jahre,"Harder-Kühnel, Mariana Iris",Hessen,AfD,Rechtsanwältin,<Element p at 0x16ea9a940>
/blueprint/servlet/resource/image/864886/3x4/108/144/5c47e2ac458d880361f603405a9d1d37/526875B2B2F961580E9F5A4C37B01933/teuteberg_linda_gross.jpg,Linda Teuteberg,0,weiblich,858100,/abgeordnete/biografien/T/teuteberg_linda-858100,40 - 44 Jahre,"Teuteberg, Linda",Brandenburg,FDP,Rechtsanwältin,<Element p at 0x170a52fc0>
/blueprint/servlet/resource/image/862556/3x4/108/144/163025b1acdb3b79c9ebca2a01734d22/1A8E45B04AEA4F123F67424497E6879C/guler_serap.jpg,Serap Güler,0,weiblich,860942,/abgeordnete/biografien/G/gueler_serap-860942,40 - 44 Jahre,"Güler, Serap",Nordrhein-Westfalen,CDU/CSU,Beamtin,<Element p at 0x16e6ec2c0>
/blueprint/servlet/resource/image/866398/3x4/108/144/9109f0cc9366c39f64142c02f4f614aa/3B4003A33F51E2F7ECA7C30673628551/spallek_anne.jpg,Dr. Anne Monika Spallek,0,weiblich,860938,/abgeordnete/biografien/S/spallek_anne-860938,55 - 59 Jahre,"Spallek, Dr. Anne Monika",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Unternehmensberaterin/ Leiterin eines Pferdebetriebes,<Element p at 0x170a1e2c0>
/blueprint/servlet/resource/image/864844/3x4/108/144/9140377ecf5e65a3040a8114cf37b520/79BD6B696F2614AF645160B53A55265D/ortleb_josephine_gross.jpg,Josephine Ortleb,1,weiblich,857828,/abgeordnete/biografien/O/ortleb_josephine-857828,35 - 39 Jahre,"Ortleb, Josephine",Saarland,SPD,Fachwirtin im Gastgewerbe,<Element p at 0x1707f3a80>
/blueprint/servlet/resource/image/864356/3x4/108/144/38579823e4f62d8e71bb8aff2ea5f3b4/6C51F6CEEA2DAD86B692B2A0F9E4BE9E/haug_jochen_gross.jpg,Jochen Haug,0,männlich,857388,/abgeordnete/biografien/H/haug_jochen-857388,50 - 54 Jahre,"Haug, Jochen",Nordrhein-Westfalen,AfD,Rechtsanwalt,<Element p at 0x16eba5d00>
/blueprint/servlet/resource/image/862432/3x4/108/144/3174376960c9a8a7896e11f59404113/6329E48713F4E233E82CE754CC6E71E1/teutrine_jens.jpg,Jens Teutrine,0,männlich,861326,/abgeordnete/biografien/T/teutrine_jens-861326,30 - 34 Jahre,"Teutrine, Jens",Nordrhein-Westfalen,FDP,Student,<Element p at 0x16e74aec0>
/blueprint/servlet/resource/image/864100/3x4/108/144/3e60a5100eb523a31d1d5ee231fc2d2b/6A8E8E801CFD6B5AE0D72BAA1CBF1AD7/guentzler_fritz_gross.jpg,Fritz Güntzler,0,männlich,857354,/abgeordnete/biografien/G/guentzler_fritz-857354,55 - 59 Jahre,"Güntzler, Fritz",Niedersachsen,CDU/CSU,"Wirtschaftsprüfer, Steuerberater",<Element p at 0x16ea97380>
/blueprint/servlet/resource/image/865944/3x4/108/144/53f25b37580e1e6866c69f5a5de4e297/F67A3B1B334B81C2F4BC72C896C08731/spellerberg_merle.jpg,Merle Spellerberg,0,weiblich,861260,/abgeordnete/biografien/S/spellerberg_merle-861260,25 - 29 Jahre,"Spellerberg, Merle",Sachsen,Bündnis 90/Die Grünen,Studentin,<Element p at 0x17033e440>
/blueprint/servlet/resource/image/869654/3x4/108/144/f568d509ecdf6e9d11ba87168909ebc6/1A35CED5A062DEF65B8F9851DB6C5981/pantazis_christos_bild.jpg,Dr. Christos Pantazis,1,männlich,860892,/abgeordnete/biografien/P/pantazis_christos-860892,45 - 49 Jahre,"Pantazis, Dr. Christos",Niedersachsen,SPD,Arzt,<Element p at 0x16ec7e100>
/blueprint/servlet/resource/image/863918/3x4/108/144/5945bd10e00639eb37d057a80a450d95/223298E164C1399DD3CBF3B82E660A03/hess_martin.jpg,Martin Hess,0,männlich,857490,/abgeordnete/biografien/H/hess_martin-857490,50 - 54 Jahre,"Hess, Martin",Baden-Württemberg,AfD,Polizeibeamter,<Element p at 0x170913980>
/blueprint/servlet/resource/image/864888/3x4/108/144/31ad6e6559afd0c45eac20622e1145db/F91F643D2D635995B4593408C9F7E58D/theurer_michael_gross.jpg,Michael Theurer,0,männlich,858104,/abgeordnete/biografien/T/theurer_michael-858104,55 - 59 Jahre,"Theurer, Michael",Baden-Württemberg,FDP,Diplom-Volkswirt,<Element p at 0x16ebf0c00>
/blueprint/servlet/resource/image/864098/3x4/108/144/ed10225c36e0efb6157b78b705df0608/08EE701E8C66F501D0A716F961A7942B/gutting_olav_gross.jpg,Olav Gutting,1,männlich,857342,/abgeordnete/biografien/G/gutting_olav-857342,50 - 54 Jahre,"Gutting, Olav",Baden-Württemberg,CDU/CSU,Rechtsanwalt,<Element p at 0x17032ec80>
/blueprint/servlet/resource/image/862406/3x4/108/144/fb304c0b430694effd697771af157367/674B24AA3691C43AC395123491D88911/stahr_nina.jpg,Nina Stahr,0,weiblich,860498,/abgeordnete/biografien/S/stahr_nina-860498,40 - 44 Jahre,"Stahr, Nina",Berlin,Bündnis 90/Die Grünen,Lehrerin,not found
/blueprint/servlet/resource/image/862600/3x4/108/144/4c1b32137569e57619e2b2e2d1ce0e2c/CAD3BFFC5A3C9DC93B525CEF4EDAC862/papenbrock_wiebke.jpg,Wiebke Papenbrock,1,weiblich,860488,/abgeordnete/biografien/P/papenbrock_wiebke-860488,40 - 44 Jahre,"Papenbrock, Wiebke",Brandenburg,SPD,Referentin,<Element p at 0x170b9b4c0>
/blueprint/servlet/resource/image/864300/3x4/108/144/a5fabdb9534a5ce07db8003f77eeb777/5AFDBE1C509F9CD5590B125537A94029/hilse_karsten_gross.png,Karsten Hilse,1,männlich,857458,/abgeordnete/biografien/H/hilse_karsten-857458,55 - 59 Jahre,"Hilse, Karsten",Sachsen,AfD,Polizeibeamter,<Element p at 0x16e72c640>
/blueprint/servlet/resource/image/864894/3x4/108/144/58a2af291a80758d70d7106e9fbc02b9/A02F8D8FAE5182486815D14EFE5DDC8A/thomae_stephan_gross.jpg,Stephan Thomae,0,männlich,858080,/abgeordnete/biografien/T/thomae_stephan-858080,55 - 59 Jahre,"Thomae, Stephan",Bayern,FDP,Rechtsanwalt,<Element p at 0x1704e5880>
/blueprint/servlet/resource/image/864346/3x4/108/144/d2ca75a104770e22955ef97dd9c7c26e/920C100E10842945EBE127F8D27556B5/haase_christian_bild.jpg,Christian Haase,1,männlich,857456,/abgeordnete/biografien/H/haase_christian-857456,55 - 59 Jahre,"Haase, Christian",Nordrhein-Westfalen,CDU/CSU,Diplom-Verwaltungswirt,<Element p at 0x16eca7f00>
/blueprint/servlet/resource/image/862408/3x4/108/144/9a1be46e457cfb7ee32c89247ea4123c/FE65A4E0DC393B778E1F0C059B1AB02D/steffen_till.jpg,Dr. Till Steffen,1,männlich,860702,/abgeordnete/biografien/S/steffen_till-860702,50 - 54 Jahre,"Steffen, Dr. Till",Hamburg,Bündnis 90/Die Grünen,Rechtsanwalt,<Element p at 0x17038e740>
/blueprint/servlet/resource/image/865964/3x4/108/144/fd1f93cdecbdd309ec43e82e6a42ce1a/ADE39BA344B8B78C210EC25AD9429E9A/papendieck_mathias.jpg,Mathias Papendieck,1,männlich,860472,/abgeordnete/biografien/P/papendieck_mathias-860472,40 - 44 Jahre,"Papendieck, Mathias",Brandenburg,SPD,Informatiker,<Element p at 0x1705c69c0>
/blueprint/servlet/resource/image/864308/3x4/108/144/4d8addf979cca712aba581eaba21c3b7/F4110B7AA630F61FA07B2EBB0C411C1D/hoechst_nicole_bild.jpg,Nicole Höchst,0,weiblich,857424,/abgeordnete/biografien/H/hoechst_nicole-857424,50 - 54 Jahre,"Höchst, Nicole",Rheinland-Pfalz,AfD,Regierungsschuldirektorin,<Element p at 0x170285940>
/blueprint/servlet/resource/image/865550/3x4/108/144/56a708eaefdec51e6cf94fbf9a3c13a6/2AA611298CECD94907DFD3B6A734E82B/nico_tippelt_gross.jpg,Nico Tippelt,0,männlich,861350,/abgeordnete/biografien/T/tippelt_nico-861350,55 - 59 Jahre,"Tippelt, Nico",Sachsen,FDP,Diplom-Musikpädagoge,<Element p at 0x16eb42a80>
/blueprint/servlet/resource/image/864344/3x4/108/144/79519f6a0c30ae68c0da3311aee022dc/EAD152308EBA54AB4DE4EC16CF8C4FC8/hahn_florian_gross.jpg,Florian Hahn,1,männlich,857470,/abgeordnete/biografien/H/hahn_florian-857470,50 - 54 Jahre,"Hahn, Florian",Bayern,CDU/CSU,Electronic Marketing Fachwirt (BAW),<Element p at 0x1705d9a40>
/blueprint/servlet/resource/image/862420/3x4/108/144/c53b64d41826bad01d934637779dc6a3/4275B76FA14B5924B9313CE1E7F36943/steinmuller_hanna.jpg,Hanna Steinmüller,1,weiblich,860510,/abgeordnete/biografien/S/steinmueller_hanna-860510,30 - 34 Jahre,"Steinmüller, Hanna",Berlin,Bündnis 90/Die Grünen,Wissenschaftliche Mitarbeiterin,<Element p at 0x16e6fc6c0>
/blueprint/servlet/resource/image/869642/3x4/108/144/6d48218247a083aacbdd470c7e32905a/E6083819CDCE92445F798AA86FEFFE19/pawlik_natalie_gross.jpg,Natalie Pawlik,1,weiblich,860626,/abgeordnete/biografien/P/pawlik_natalie-860626,30 - 34 Jahre,"Pawlik, Natalie",Hessen,SPD,leitende Angestellte,<Element p at 0x1708dc480>
/blueprint/servlet/resource/image/864320/3x4/108/144/76e5c98aa0ac1b9eebd0b162ce33f9c9/6B74A966C41B3FE11DE26D9EDF954798/holm_leif_gross.jpg,Leif-Erik Holm,0,männlich,857480,/abgeordnete/biografien/H/holm_leif-857480,50 - 54 Jahre,"Holm, Leif-Erik",Mecklenburg-Vorpommern,AfD,Ökonom (M. Sc.),<Element p at 0x16eae1c00>
/blueprint/servlet/resource/image/864876/3x4/108/144/2646577566b60742c77cb517b54b9bc8/BEF3861DD685E687CB13654088AFEC5B/Todtenhausen_manfred_gross.jpg,Manfred Todtenhausen,0,männlich,858086,/abgeordnete/biografien/T/todtenhausen_manfred-858086,70 und älter,"Todtenhausen, Manfred",Nordrhein-Westfalen,FDP,Elektromeister,<Element p at 0x17049bdc0>
/blueprint/servlet/resource/image/520108/3x4/108/144/409e498f4ba8901d63efce44cb27419d/098E41535ED88EE7B51D899E64EF38DE/hardt_juergen_gross.jpg,Jürgen Hardt,0,männlich,857408,/abgeordnete/biografien/H/hardt_juergen-857408,60 - 64 Jahre,"Hardt, Jürgen",Nordrhein-Westfalen,CDU/CSU,Diplom-Volkswirt,<Element p at 0x17094b7c0>
/blueprint/servlet/resource/image/864774/3x4/108/144/46485c6df49edc27fe943f46e5feb574/CC4A8B3D7833DF2B3BBAF615134836A0/strengmann_kuhn_wolfgang_gross.jpg,Dr. Wolfgang Strengmann-Kuhn,0,männlich,858022,/abgeordnete/biografien/S/strengmann_kuhn_wolfgang-858022,55 - 59 Jahre,"Strengmann-Kuhn, Dr. Wolfgang",Hessen,Bündnis 90/Die Grünen,Volkswirt,<Element p at 0x16e6b8cc0>
/blueprint/servlet/resource/image/862602/3x4/108/144/894d17af5eb59ee5db91cc9bda111bd4/87DFF8DE78BF88528FB81CC1DA3B4421/peick_jens.jpg,Jens Peick,1,männlich,861118,/abgeordnete/biografien/P/peick_jens-861118,40 - 44 Jahre,"Peick, Jens",Nordrhein-Westfalen,SPD,Dipl.-Verwaltungswirt (FH),<Element p at 0x170b55300>
/blueprint/servlet/resource/image/865940/3x4/108/144/7672bbbf0a7700f42bf6de75c9dff4ff/76E0B7D1A9A08896D9FEED0375CBA233/huy_gerrit.jpg,Gerrit Huy,0,weiblich,860640,/abgeordnete/biografien/H/huy_gerrit-860640,70 und älter,"Huy, Gerrit",Bayern,AfD,Diplom-Mathematikerin,<Element p at 0x16ec185c0>
/blueprint/servlet/resource/image/864878/3x4/108/144/362789a999ae7714934610ec846f6a48/2895F68686CDEFBEF3BE64715752997F/toncar_florian_gross.jpg,Dr. Florian Toncar,0,männlich,858102,/abgeordnete/biografien/T/toncar_florian-858102,40 - 44 Jahre,"Toncar, Dr. Florian",Baden-Württemberg,FDP,Rechtsanwalt,<Element p at 0x16e7b88c0>
/blueprint/servlet/resource/image/864280/3x4/108/144/95b63c1c607e7902b8b33d587585a629/8431FDF73B724EC04AF21D6EF7B72CF1/hauer_matthias_bild.jpg,Matthias Hauer,1,männlich,857432,/abgeordnete/biografien/H/hauer_matthias-857432,45 - 49 Jahre,"Hauer, Matthias",Nordrhein-Westfalen,CDU/CSU,Rechtsanwalt,<Element p at 0x1705aa940>
/blueprint/servlet/resource/image/862430/3x4/108/144/bb2f18091866613c22ca8ac268b64f08/0E5F3F3727966EB3182A9C8E7B436EFF/tesfaiesus_awet.jpg,Awet Tesfaiesus,0,weiblich,860740,/abgeordnete/biografien/T/tesfaiesus_awet-860740,45 - 49 Jahre,"Tesfaiesus, Awet",Hessen,Bündnis 90/Die Grünen,Rechtsanwältin,<Element p at 0x16e5aa480>
/blueprint/servlet/resource/image/864918/3x4/108/144/d4e2b4b403e04e8d2992b725f3484a58/0100858A9BE0CCC224808FA92BA68AB7/petry_christian_gross.jpg,Christian Petry,1,männlich,863314,/abgeordnete/biografien/P/petry_christian-863314,55 - 59 Jahre,"Petry, Christian",Saarland,SPD,Diplom-Verwaltungswirt,<Element p at 0x170b5d800>
/blueprint/servlet/resource/image/864824/3x4/108/144/27b86302f9f29e03a6f825d7e6041da2/893213E4B7EFA9E3F387D7EC82015188/jacobi_fabian_gross.jpg,Fabian Jacobi,0,männlich,857514,/abgeordnete/biografien/J/jacobi_fabian-857514,50 - 54 Jahre,"Jacobi, Fabian",Nordrhein-Westfalen,AfD,Rechtsanwalt,<Element p at 0x16e644fc0>
/blueprint/servlet/resource/image/864948/3x4/108/144/b7ae72dbca173284c45aa3d7bb4b6e46/1A7D755D14195971A025A2AAB99CA482/ullmann_andrew_gross.jpg,Prof. Dr. Andrew Ullmann,0,männlich,858114,/abgeordnete/biografien/U/ullmann_andrew-858114,60 - 64 Jahre,"Ullmann, Prof. Dr. Andrew",Bayern,FDP,"Facharzt für Innere Medizin, Universitätsprofessor ",<Element p at 0x16eb7e780>
/blueprint/servlet/resource/image/862102/3x4/108/144/94626b5f589619139f77e442c8137335/ACD7C025CB4E2BFC0F58467ACE763063/heck_stefan.jpg,Dr. Stefan Heck,0,männlich,860650,/abgeordnete/biografien/H/heck_stefan-860650,40 - 44 Jahre,"Heck, Dr. Stefan",Hessen,CDU/CSU,Rechtsanwalt,<Element p at 0x17066a0c0>
/blueprint/servlet/resource/image/864904/3x4/108/144/4c3be30c563eff37aa72ca0359b2ae5/3EEB63F145B68491A9BD77E1F376FC82/trittin_juergen_gross.jpg,Jürgen Trittin,0,männlich,858108,/abgeordnete/biografien/T/trittin_juergen-858108,65 - 69 Jahre,"Trittin, Jürgen",Niedersachsen,Bündnis 90/Die Grünen,Diplom-Sozialwirt,not found
/blueprint/servlet/resource/image/862332/3x4/108/144/414fb7fbd11bdd6a518b148dd8707265/15A75688B9DE62368F964EBBFDC3FEE9/plobner_jan.jpg,Jan Plobner,0,männlich,860306,/abgeordnete/biografien/P/plobner_jan-860306,30 - 34 Jahre,"Plobner, Jan",Bayern,SPD,Standesbeamter,<Element p at 0x16ec95380>
/blueprint/servlet/resource/image/871152/3x4/108/144/9233132116bafcee3956083a1b57b829/8DAE6FED411B0E78DDA3C86233947333/janich_steffen_gross.jpg,Steffen Janich,1,männlich,860662,/abgeordnete/biografien/J/janich_steffen-860662,50 - 54 Jahre,"Janich, Steffen",Sachsen,AfD,Polizeibeamter,<Element p at 0x170a7e080>
/blueprint/servlet/resource/image/864950/3x4/108/144/d584ad7292ff75e6dd69426c744e4b95/C83AB5FB6BDE1EDB7F92BCD9DACFDA48/ullrich_gerald_gross.jpg,Gerald Ullrich,0,männlich,858118,/abgeordnete/biografien/U/ullrich_gerald-858118,60 - 64 Jahre,"Ullrich, Gerald",Thüringen,FDP,Ingenieur,<Element p at 0x16e9a4640>
/blueprint/servlet/resource/image/864340/3x4/108/144/10d5d6f7af00ba2991699c8fde1ed548/1F573125FA163C7A56F8EB65019BD8EA/heil_mechthild_gross.jpg,Mechthild Heil,1,weiblich,857412,/abgeordnete/biografien/H/heil_mechthild-857412,60 - 64 Jahre,"Heil, Mechthild",Rheinland-Pfalz,CDU/CSU,Diplom-Ing. Architektin,<Element p at 0x16ecd2f00>
/blueprint/servlet/resource/image/862448/3x4/108/144/c19bddfba4a3b40b923aadd895ba557e/B645582793C6250078508F3F448CE594/uhlig_katrin.jpg,Katrin Uhlig,1,weiblich,860926,/abgeordnete/biografien/U/uhlig_katrin-860926,40 - 44 Jahre,"Uhlig, Katrin",Nordrhein-Westfalen,Bündnis 90/Die Grünen,wissenschaftliche Referentin,<Element p at 0x16ec18440>
/blueprint/servlet/resource/image/864908/3x4/108/144/64af218e2a1bd81c3e684a2ce9c30d3d/124C6A4D617EB285A5DC0E1F8B94810E/poschmann_sabine_bild.jpg,Sabine Poschmann,1,weiblich,857864,/abgeordnete/biografien/P/poschmann_sabine-857864,55 - 59 Jahre,"Poschmann, Sabine",Nordrhein-Westfalen,SPD,Betriebswirtin (VWA),<Element p at 0x170a54e80>
